LONGITUDE,LATITUDE,LONDEC,LATDEC,REGIONAL,FOLIOREG,TITULAR,ESTADO,MUPIO,USO_SUB,CVE_ACUHOM,ACU_SUBHOM,VOL_CONS,NUM,KML_STYLE
"105° 26' 07.0000"" W","29° 52' 46.0000"" N",-105.4352778,29.87944444,6,06CHI128189/24HMGE99,PRESIDENCIA MUNICIPAL DE COYAME: LOC. AGUA ZARCA (CHARCO DE LA YEGUA),8,15,PUBLICO URBANO,837,BAJO RIO CONCHOS,2625,1,point1
"105° 26' 18.0000"" W","29° 47' 03.0000"" N",-105.4383333,29.78416667,6,06CHI128190/24HMGE99,PRESIDENCIA MUNICIPAL DE COYAME: LOC. LAS AGUILAS,8,15,PUBLICO URBANO,837,BAJO RIO CONCHOS,2625,1,point1
"105° 20' 16.0000"" W","29° 50' 44.0000"" N",-105.3377778,29.84555556,6,06CHI128191/24HMGE99,PRESIDENCIA MUNICIPAL DE COYAME: LOC. ALPINE,8,15,PUBLICO URBANO,837,BAJO RIO CONCHOS,2625,1,point1
"105° 35' 32.0000"" W","29° 44' 58.0000"" N",-105.5922222,29.74944444,6,06CHI128192/24HMGE99,PRESIDENCIA MUNICIPAL DE COYAME: LOC. EL APACHE,8,15,PUBLICO URBANO,837,BAJO RIO CONCHOS,2625,1,point1
"104° 59' 48.0000"" W","30° 07' 49.0000"" N",-104.9966667,30.13027778,6,06CHI128193/24HMGE99,PRESIDENCIA MUNICIPAL DE COYAME: LOC. EL APALOSA.,8,15,PUBLICO URBANO,837,BAJO RIO CONCHOS,2625,1,point1
"104° 49' 43.0000"" W","29° 07' 40.0000"" N",-104.8286111,29.12777778,6,06CHI128194/24HMGE99,PRESIDENCIA MUNICIPAL DE COYAME: LOC. LA ARMONIA; (EL CHILICOTE),8,15,PUBLICO URBANO,837,BAJO RIO CONCHOS,2625,1,point1
"105° 00' 23.0000"" W","29° 36' 23.0000"" N",-105.0063889,29.60638889,6,06CHI128195/24HMGE99,PRESIDENCIA MUNICIPAL DE COYAME: LOC. LA AVISPA.,8,15,PUBLICO URBANO,837,BAJO RIO CONCHOS,2625,1,point1
"105° 32' 46.0000"" W","29° 42' 24.0000"" N",-105.5461111,29.70666667,6,06CHI128196/24HMGE99,PRESIDENCIA MUNICIPAL DE COYAME: LOC. EL TRES.,8,15,PUBLICO URBANO,837,BAJO RIO CONCHOS,2625,1,point1
"105° 39' 05.0000"" W","29° 52' 05.0000"" N",-105.6513889,29.86805556,6,06CHI128197/24HMGE99,PRESIDENCIA MUNICIPAL DE COYAME: LOC. TRES LAGUNAS.,8,15,PUBLICO URBANO,837,BAJO RIO CONCHOS,2625,1,point1
"105° 31' 33.0000"" W","30° 14' 34.0000"" N",-105.5258333,30.24277778,6,06CHI128198/24HMGE99,PRESIDENCIA MUNICIPAL DE COYAME: LOC. EL TRES  ( POZO SALADO).,8,15,PUBLICO URBANO,837,BAJO RIO CONCHOS,2625,1,point1
"105° 44' 10.0000"" W","29° 58' 08.0000"" N",-105.7361111,29.96888889,6,06CHI128199/24HMGE99,PRESIDENCIA MUNICIPAL DE COYAME: LOC. LAS TUZAS.,8,15,PUBLICO URBANO,837,BAJO RIO CONCHOS,2625,1,point1
"104° 48' 53.0000"" W","29° 34' 47.0000"" N",-104.8147222,29.57972222,6,06CHI128200/24HMGE99,PRESIDENCIA MUNICIPAL DE COYAME: LOC. VALLE VERDE.,8,15,PUBLICO URBANO,837,BAJO RIO CONCHOS,2625,1,point1
"105° 01' 44.0000"" W","30° 16' 23.0000"" N",-105.0288889,30.27305556,6,06CHI128201/24HMGE99,PRESIDENCIA MUNICIPAL DE COYAME: LOC. LOS VAQUEROS.,8,15,PUBLICO URBANO,837,BAJO RIO CONCHOS,2625,1,point1
"104° 53' 53.0000"" W","29° 45' 51.0000"" N",-104.8980556,29.76416667,6,06CHI128202/24HPGE99,PRESIDENCIA MUNICIPAL DE COYAME: LOC. EL YUNQUE.,8,15,PUBLICO URBANO,837,BAJO RIO CONCHOS,2625,1,point1
"105° 28' 42.0000"" W","30° 07' 00.0000"" N",-105.4783333,30.11666667,6,06CHI128203/24HMGE99,PRESIDENCIA MUNICIPAL DE COYAME: LOC. SAN PABLO.,8,15,PUBLICO URBANO,837,BAJO RIO CONCHOS,2625,1,point1
"105° 16' 22.0000"" W","29° 40' 17.0000"" N",-105.2727778,29.67138889,6,06CHI128204/24HMGE99,PRESIDENCIA MUNICIPAL DE COYAME: LOC. SANTA ANITA.,8,15,PUBLICO URBANO,837,BAJO RIO CONCHOS,2625,1,point1
"105° 19' 50.0000"" W","29° 32' 31.0000"" N",-105.3305556,29.54194444,6,06CHI128205/24HMGE99,PRESIDENCIA MUNICIPAL DE COYAME: LOC. SANTA LUCIA.,8,15,PUBLICO URBANO,837,BAJO RIO CONCHOS,2625,1,point1
"105° 08' 54.0000"" W","29° 30' 41.0000"" N",-105.1483333,29.51138889,6,06CHI128206/24HPGE99,PRESIDENCIA MUNICIPAL DE COYAME: LOC.SANTO NIÑO (SANTILLAN) .,8,15,PUBLICO URBANO,837,BAJO RIO CONCHOS,2625,1,point1
"104° 53' 37.0000"" W","29° 54' 55.0000"" N",-104.8936111,29.91527778,6,06CHI128207/24HMGE99,PRESIDENCIA MUNICIPAL DE COYAME: LOC. EL SOCORRO.,8,15,PUBLICO URBANO,837,BAJO RIO CONCHOS,2625,1,point1
"105° 19' 05.0000"" W","29° 27' 14.0000"" N",-105.3180556,29.45388889,6,06CHI128208/24HMGE99,PRESIDENCIA MUNICIPAL DE COYAME: LOC. LOS TANQUECITOS.,8,15,PUBLICO URBANO,837,BAJO RIO CONCHOS,2625,1,point1
"104° 57' 29.0000"" W","29° 46' 18.0000"" N",-104.9580556,29.77166667,6,06CHI128209/24HPGE99,PRESIDENCIA MUNICIPAL DE COYAME: LOC. EL TEPEYAC,8,15,PUBLICO URBANO,837,BAJO RIO CONCHOS,2625,1,point1
"105° 06' 38.0000"" W","29° 43' 05.0000"" N",-105.1105556,29.71805556,6,06CHI128210/24HPGE99,PRESIDENCIA MUNICIPAL DE COYAME: LOC. EL TONY,8,15,PUBLICO URBANO,837,BAJO RIO CONCHOS,2625,1,point1
"105° 26' 11.0000"" W","29° 46' 59.0000"" N",-105.4363889,29.78305556,6,06CHI128211/24HMGE99,PRESIDENCIA MUNICIPAL DE COYAME: LOC. TOSESIHUA,8,15,PUBLICO URBANO,837,BAJO RIO CONCHOS,2625,1,point1
"105° 45' 38.0000"" W","29° 49' 08.0000"" N",-105.7605556,29.81888889,6,06CHI128212/24HMGE99,PRESIDENCIA MUNICIPAL DE COYAME: LOC. TRES CASTILLOS.,8,15,PUBLICO URBANO,837,BAJO RIO CONCHOS,2625,1,point1
"104° 56' 45.0000"" W","30° 12' 22.0000"" N",-104.9458333,30.20611111,6,06CHI128213/24HMGE99,PRESIDENCIA MUNICIPAL DE COYAME: LOC. LA RANCHERIA,8,15,PUBLICO URBANO,837,BAJO RIO CONCHOS,2625,1,point1
"105° 06' 40.0000"" W","29° 29' 20.0000"" N",-105.1111111,29.48888889,6,06CHI128214/24HMGE99,PRESIDENCIA MUNICIPAL DE COYAME: LOC.EL RANCHITO .,8,15,PUBLICO URBANO,837,BAJO RIO CONCHOS,2625,1,point1
"104° 56' 44.0000"" W","29° 39' 43.0000"" N",-104.9455556,29.66194444,6,06CHI128215/24HPGE99,PRESIDENCIA MUNICIPAL DE COYAME: LOC. LOS REYES,8,15,PUBLICO URBANO,837,BAJO RIO CONCHOS,2625,1,point1
"105° 01' 57.0000"" W","29° 56' 59.0000"" N",-105.0325,29.94972222,6,06CHI128216/24HPGE99,PRESIDENCIA MUNICIPAL DE COYAME: LOC. EL ROMULO,8,15,PUBLICO URBANO,837,BAJO RIO CONCHOS,2625,1,point1
"105° 14' 12.0000"" W","29° 43' 13.0000"" N",-105.2366667,29.72027778,6,06CHI128217/24HMGE99,PRESIDENCIA MUNICIPAL DE COYAME: LOC. SAN EDUARDO,8,15,PUBLICO URBANO,837,BAJO RIO CONCHOS,2625,1,point1
"104° 40' 51.0000"" W","29° 07' 07.0000"" N",-104.6808333,29.11861111,6,06CHI128218/24HMGE99,PRESIDENCIA MUNICIPAL DE COYAME: LOC. SAN FRANCISCO,8,15,PUBLICO URBANO,837,BAJO RIO CONCHOS,2625,1,point1
"104° 58' 13.0000"" W","29° 41' 27.0000"" N",-104.9702778,29.69083333,6,06CHI128219/24HPGE99,PRESIDENCIA MUNICIPAL DE COYAME: LOC. SAN JOSE,8,15,PUBLICO URBANO,837,BAJO RIO CONCHOS,2625,1,point1
"105° 03' 07.0000"" W","29° 43' 22.0000"" N",-105.0519444,29.72277778,6,06CHI128220/24HPGE99,PRESIDENCIA MUNICIPAL DE COYAME: LOC. LAS PALMAS,8,15,PUBLICO URBANO,837,BAJO RIO CONCHOS,2625,1,point1
"105° 15' 36.0000"" W","29° 55' 22.0000"" N",-105.26,29.92277778,6,06CHI128221/24HPGE99,PRESIDENCIA MUNICIPAL DE COYAME: LOC. LAS PALMITAS,8,15,PUBLICO URBANO,837,BAJO RIO CONCHOS,2625,1,point1
"105° 18' 38.0000"" W","30° 14' 38.0000"" N",-105.3105556,30.24388889,6,06CHI128222/24HMGE99,PRESIDENCIA MUNICIPAL DE COYAME: LOC. EL PANDO,8,15,PUBLICO URBANO,837,BAJO RIO CONCHOS,2625,1,point1
"105° 40' 10.0000"" W","29° 58' 53.0000"" N",-105.6694444,29.98138889,6,06CHI128223/24HMGE99,PRESIDENCIA MUNICIPAL DE COYAME: LOC. EL LLANO,8,15,PUBLICO URBANO,837,BAJO RIO CONCHOS,2625,1,point1
"104° 35' 56.0000"" W","29° 18' 52.0000"" N",-104.5988889,29.31444444,6,06CHI128224/24HMGE99,PRESIDENCIA MUNICIPAL DE COYAME: LOC. EL MATASAGUAS,8,15,PUBLICO URBANO,837,BAJO RIO CONCHOS,2625,1,point1
"104° 53' 08.0000"" W","29° 43' 51.0000"" N",-104.8855556,29.73083333,6,06CHI128225/24HPGE99,PRESIDENCIA MUNICIPAL DE COYAME: LOC. LAS PAREDES,8,15,PUBLICO URBANO,837,BAJO RIO CONCHOS,2625,1,point1
"105° 43' 36.0000"" W","30° 08' 54.0000"" N",-105.7266667,30.14833333,6,06CHI128226/24HMGE99,PRESIDENCIA MUNICIPAL DE COYAME: LOC. LA PELEA,8,15,PUBLICO URBANO,837,BAJO RIO CONCHOS,2625,1,point1
"105° 21' 46.0000"" W","29° 33' 51.0000"" N",-105.3627778,29.56416667,6,06CHI128227/24HMGE99,PRESIDENCIA MUNICIPAL DE COYAME: LOC. EL MILAGRO,8,15,PUBLICO URBANO,837,BAJO RIO CONCHOS,2625,1,point1
"104° 51' 36.0000"" W","29° 52' 06.0000"" N",-104.86,29.86833333,6,06CHI128228/24HPGE99,PRESIDENCIA MUNICIPAL DE COYAME: LOC. EL MURCIELAGO,8,15,PUBLICO URBANO,837,BAJO RIO CONCHOS,2625,1,point1
"105° 17' 21.0000"" W","30° 11' 46.0000"" N",-105.2891667,30.19611111,6,06CHI128229/24HMGE99,PRESIDENCIA MUNICIPAL DE COYAME: LOC. EL NOPAL,8,15,PUBLICO URBANO,837,BAJO RIO CONCHOS,2625,1,point1
"105° 01' 04.0000"" W","29° 42' 53.0000"" N",-105.0177778,29.71472222,6,06CHI128230/24HPGE99,PRESIDENCIA MUNICIPAL DE COYAME: LOC. LA NORIA.,8,15,PUBLICO URBANO,837,BAJO RIO CONCHOS,2625,1,point1
"105° 17' 21.0000"" W","30° 05' 33.0000"" N",-105.2891667,30.0925,6,06CHI128231/24HMGE99,PRESIDENCIA MUNICIPAL DE COYAME: LOC. NORIAS NUEVAS,8,15,PUBLICO URBANO,837,BAJO RIO CONCHOS,2625,1,point1
"105° 07' 22.0000"" W","30° 22' 18.0000"" N",-105.1227778,30.37166667,6,06CHI128232/24HMGE99,PRESIDENCIA MUNICIPAL DE COYAME: LOC. NUEVE MILLAS,8,15,PUBLICO URBANO,837,BAJO RIO CONCHOS,2625,1,point1
"105° 00' 31.0000"" W","29° 59' 40.0000"" N",-105.0086111,29.99444444,6,06CHI128233/24HMGE99,PRESIDENCIA MUNICIPAL DE COYAME: LOC. EL NUEVO,8,15,PUBLICO URBANO,837,BAJO RIO CONCHOS,2625,1,point1
"105° 15' 10.0000"" W","29° 44' 41.0000"" N",-105.2527778,29.74472222,6,06CHI128234/24HMGE99,PRESIDENCIA MUNICIPAL DE COYAME: LOC. GALILEA ( TINAJA VERDE ),8,15,PUBLICO URBANO,837,BAJO RIO CONCHOS,2625,1,point1
"105° 00' 03.0000"" W","29° 30' 46.0000"" N",-105.0008333,29.51277778,6,06CHI128235/24HPGE99,PRESIDENCIA MUNICIPAL DE COYAME: LOC. EL GAVILAN,8,15,PUBLICO URBANO,837,BAJO RIO CONCHOS,2625,1,point1
"105° 05' 25.0000"" W","29° 28' 30.0000"" N",-105.0902778,29.475,6,06CHI128236/24HMGE99,PRESIDENCIA MUNICIPAL DE COYAME: LOC. EL PEÑASCO,8,15,PUBLICO URBANO,837,BAJO RIO CONCHOS,2625,1,point1
"105° 12' 00.0000"" W","30° 20' 32.0000"" N",-105.2,30.34222222,6,06CHI128237/24HMGE99,PRESIDENCIA MUNICIPAL DE COYAME: LOC. EL PINITO,8,15,PUBLICO URBANO,837,BAJO RIO CONCHOS,2625,1,point1
"105° 07' 06.0000"" W","30° 13' 04.0000"" N",-105.1183333,30.21777778,6,06CHI128238/24HMGE99,PRESIDENCIA MUNICIPAL DE COYAME: LOC. POTRERO DEL LLANO,8,15,PUBLICO URBANO,837,BAJO RIO CONCHOS,2625,1,point1
"104° 53' 53.1000"" W","29° 45' 51.0000"" N",-104.8980833,29.76416667,6,06CHI128239/24HMGE99,PRESIDENCIA MUNICIPAL DE COYAME: LOC. LA PROVIDENCIA,8,15,PUBLICO URBANO,837,BAJO RIO CONCHOS,2625,1,point1
"105° 10' 11.0000"" W","30° 11' 43.0000"" N",-105.1697222,30.19527778,6,06CHI128240/24HPGE99,PRESIDENCIA MUNICIPAL DE COYAME: LOC. ABILENE,8,15,PUBLICO URBANO,837,BAJO RIO CONCHOS,2625,1,point1
"104° 58' 08.0000"" W","29° 41' 52.0000"" N",-104.9688889,29.69777778,6,06CHI128241/24HMGE99,PRESIDENCIA MUNICIPAL DE COYAME: LOC. EL CUATRO ( EL GORDO ),8,15,PUBLICO URBANO,837,BAJO RIO CONCHOS,2625,1,point1
"104° 55' 55.0000"" W","30° 08' 21.0000"" N",-104.9319444,30.13916667,6,06CHI128242/24HMGE99,PRESIDENCIA MUNICIPAL DE COYAME: LOC. EL CUATROALVO,8,15,PUBLICO URBANO,837,BAJO RIO CONCHOS,2625,1,point1
"105° 07' 43.0000"" W","30° 14' 28.0000"" N",-105.1286111,30.24111111,6,06CHI128243/24HMGE99,PRESIDENCIA MUNICIPAL DE COYAME: LOC. EL CUERVO,8,15,PUBLICO URBANO,837,BAJO RIO CONCHOS,2625,1,point1
"105° 32' 10.0000"" W","29° 55' 13.0000"" N",-105.5361111,29.92027778,6,06CHI128244/24HMGE99,PRESIDENCIA MUNICIPAL DE COYAME: LOC. EL ESCONDIDO,8,15,PUBLICO URBANO,837,BAJO RIO CONCHOS,2625,1,point1
"105° 34' 20.0000"" W","29° 59' 26.0000"" N",-105.5722222,29.99055556,6,06CHI128245/24HMGE99,PRESIDENCIA MUNICIPAL DE COYAME: LOC. LA ESPERANZA,8,15,PUBLICO URBANO,837,BAJO RIO CONCHOS,2625,1,point1
"105° 24' 43.0000"" W","29° 27' 24.0000"" N",-105.4119444,29.45666667,6,06CHI128246/24HMGE99,PRESIDENCIA MUNICIPAL DE COYAME: LOC. LA ESPERANZA,8,15,PUBLICO URBANO,837,BAJO RIO CONCHOS,2625,1,point1
"105° 32' 02.0000"" W","29° 49' 15.0000"" N",-105.5338889,29.82083333,6,06CHI128247/24HMGE99,PRESIDENCIA MUNICIPAL DE COYAME: LOC. EL CASTILLO,8,15,PUBLICO URBANO,837,BAJO RIO CONCHOS,2625,1,point1
"105° 38' 03.0000"" W","29° 59' 05.0000"" N",-105.6341667,29.98472222,6,06CHI128248/24HMGE99,PRESIDENCIA MUNICIPAL DE COYAME: LOC. LA CEPA,8,15,PUBLICO URBANO,837,BAJO RIO CONCHOS,2625,1,point1
"105° 01' 16.0000"" W","29° 37' 52.0000"" N",-105.0211111,29.63111111,6,06CHI128249/24HMGE99,PRESIDENCIA MUNICIPAL DE COYAME: LOC. CERRO CHINO,8,15,PUBLICO URBANO,837,BAJO RIO CONCHOS,2625,1,point1
"105° 20' 58.0000"" W","29° 38' 18.0000"" N",-105.3494444,29.63833333,6,06CHI128250/24HMGE99,PRESIDENCIA MUNICIPAL DE COYAME: LOC. LOS COLORADOS,8,15,PUBLICO URBANO,837,BAJO RIO CONCHOS,2625,1,point1
"104° 54' 50.0000"" W","29° 46' 14.0000"" N",-104.9138889,29.77055556,6,06CHI128251/24HPGE99,PRESIDENCIA MUNICIPAL DE COYAME: LOC. LA CRUZ  (ACEBUCHE),8,15,PUBLICO URBANO,837,BAJO RIO CONCHOS,2625,1,point1
"105° 19' 13.0000"" W","29° 57' 03.0000"" N",-105.3202778,29.95083333,6,06CHI128252/24HPGE99,PRESIDENCIA MUNICIPAL DE COYAME: LOC. EL CUATRO,8,15,PUBLICO URBANO,837,BAJO RIO CONCHOS,2625,1,point1
"105° 19' 43.0000"" W","30° 03' 52.0000"" N",-105.3286111,30.06444444,6,06CHI128253/24HMGE99,PRESIDENCIA MUNICIPAL DE COYAME: LOC. LA  BAMBA,8,15,PUBLICO URBANO,837,BAJO RIO CONCHOS,2625,1,point1
"105° 26' 55.0000"" W","30° 17' 41.0000"" N",-105.4486111,30.29472222,6,06CHI128254/24HMGE99,PRESIDENCIA MUNICIPAL DE COYAME: LOC. LA BAMBITA,8,15,PUBLICO URBANO,837,BAJO RIO CONCHOS,2625,1,point1
"105° 06' 06.0000"" W","30° 08' 11.0000"" N",-105.1016667,30.13638889,6,06CHI128255/24HMGE99,PRESIDENCIA MUNICIPAL DE COYAME: LOC. BONANZA,8,15,PUBLICO URBANO,837,BAJO RIO CONCHOS,2625,1,point1
"104° 47' 55.0000"" W","28° 58' 08.0000"" N",-104.7986111,28.96888889,6,06CHI128256/24HMGE99,PRESIDENCIA MUNICIPAL DE COYAME: LOC. EL CAFETAL,8,15,PUBLICO URBANO,837,BAJO RIO CONCHOS,2625,1,point1
"105° 15' 09.0000"" W","29° 39' 12.0000"" N",-105.2525,29.65333333,6,06CHI128257/24HMGE99,PRESIDENCIA MUNICIPAL DE COYAME: LOC. BUENAVISTA,8,15,PUBLICO URBANO,837,BAJO RIO CONCHOS,2625,1,point1
"105° 09' 24.0000"" W","29° 29' 24.0000"" N",-105.1566667,29.49,6,06CHI128258/24HMGE99,PRESIDENCIA MUNICIPAL DE COYAME: LOC. EL AGRILLAL,8,15,PUBLICO URBANO,837,BAJO RIO CONCHOS,2625,1,point1
"105° 18' 52.0000"" W","29° 51' 40.0000"" N",-105.3144444,29.86111111,6,06CHI128259/24HMGE99,PRESIDENCIA MUNICIPAL DE COYAME: LOC. EL GOMEÑO,8,15,PUBLICO URBANO,837,BAJO RIO CONCHOS,2625,1,point1
"105° 09' 00.0000"" W","29° 24' 16.0000"" N",-105.15,29.40444444,6,06CHI128260/24HPGE99,PRESIDENCIA MUNICIPAL DE COYAME: LOC. LAS HERRADURAS,8,15,PUBLICO URBANO,837,BAJO RIO CONCHOS,2625,1,point1
"105° 37' 10.0000"" W","29° 42' 08.0000"" N",-105.6194444,29.70222222,6,06CHI128261/24HMGE99,PRESIDENCIA MUNICIPAL DE COYAME: LOC. EL JABALI,8,15,PUBLICO URBANO,837,BAJO RIO CONCHOS,2625,1,point1
"105° 17' 49.0000"" W","29° 59' 35.0000"" N",-105.2969444,29.99305556,6,06CHI128262/24HMGE99,PRESIDENCIA MUNICIPAL DE COYAME: LOC. LA LAGRIMA,8,15,PUBLICO URBANO,837,BAJO RIO CONCHOS,2625,1,point1
"105° 37' 12.0000"" W","29° 37' 31.0000"" N",-105.62,29.62527778,6,06CHI128263/24HMGE99,PRESIDENCIA MUNICIPAL DE COYAME: LOC. LOMA BLANCA ( EL RINCON),8,15,PUBLICO URBANO,837,BAJO RIO CONCHOS,2625,1,point1
"105° 04' 49.0000"" W","30° 01' 32.0000"" N",-105.0802778,30.02555556,6,06CHI128264/24HMGE99,PRESIDENCIA MUNICIPAL DE COYAME: LOC. EL LLANO,8,15,PUBLICO URBANO,837,BAJO RIO CONCHOS,2625,1,point1
"105° 35' 42.0000"" W","29° 33' 13.0000"" N",-105.595,29.55361111,6,06CHI128265/24HMGE99,PRESIDENCIA MUNICIPAL DE COYAME: LOC. EL PULPITO,8,15,PUBLICO URBANO,837,BAJO RIO CONCHOS,2625,1,point1
"107° 29' 30.0000"" W","29° 00' 50.0000"" N",-107.4916667,29.01388889,6,06CHI128266/34AMGE99,RITO CEBALLOS GARAY,8,48,AGRICOLA,803,BAJA BABICORA,126000,1,point1
"105° 16' 00.0000"" W","28° 03' 20.0000"" N",-105.2666667,28.05555556,6,06CHI128267/24APGE99,EJIDO CARBONERAS; MACARIO MENDOZA CARRASCO,8,62,AGRICOLA,831,MEOQUI-DELICIAS,34593,1,point1
"107° 00' 25.0000"" W","28° 02' 30.0000"" N",-107.0069444,28.04166667,6,06CHI128268/34AMGE99,IGNACIO DANIEL MAJALCA RASCON,8,12,AGRICOLA,809,LAGUNA DE MEXICANOS,42000,1,point1
"107° 58' 00.0000"" W","27° 50' 00.0000"" N",-107.9666667,27.83333333,6,06CHI128275/34AMGE99,PEDRO DYCK GIESBRECHT,8,17,AGRICOLA,805,CUAUHTEMOC,212000,1,point1
"106° 48' 30.0000"" W","28° 30' 48.0000"" N",-106.8083333,28.51333333,6,06CHI128276/34AMGE99,CORNELIUS REIMER PETERS,8,17,AGRICOLA,805,CUAUHTEMOC,120000,1,point1
"107° 21' 00.0000"" W","29° 10' 10.0000"" N",-107.35,29.16944444,6,06CHI128283/34AMGE99,EJIDO NAMIQUIPA; EFRAIN DELGADO LEYVA,8,48,AGRICOLA,803,BAJA BABICORA,30000,1,point1
"107° 33' 55.0000"" W","29° 03' 15.0000"" N",-107.5652778,29.05416667,6,06CHI128284/34APGE99,EDMUNDO MENDOZA BARRERA,8,48,AGRICOLA,803,BAJA BABICORA,8000,1,point1
"107° 33' 32.0000"" W","29° 02' 50.0000"" N",-107.5588889,29.04722222,6,06CHI128285/34APGE99,CALIXTO HERRERA GARCIA,8,48,AGRICOLA,803,BAJA BABICORA,20000,1,point1
"107° 34' 00.0000"" W","29° 03' 30.0000"" N",-107.5666667,29.05833333,6,06CHI128286/34APGE99,ESTELA SANCHEZ MARTINEZ DE ESTRADA,8,48,AGRICOLA,803,BAJA BABICORA,20000,1,point1
"106° 55' 20.0000"" W","28° 24' 25.0000"" N",-106.9222222,28.40694444,6,06CHI128288/34AMGE99,EJIDO CUAUHTEMOC; ABELARDO GALLEGOS FERNANDEZ,8,17,AGRICOLA,805,CUAUHTEMOC,60000,1,point1
"106° 54' 10.0000"" W","28° 45' 50.0000"" N",-106.9027778,28.76388889,6,06CHI128291/34APGE99,SUCESION A BIENES DE JOSE MARIA GONZALEZ IGLESIAS,8,17,AGRICOLA,805,CUAUHTEMOC,18000,1,point1
"106° 51' 30.0000"" W","28° 31' 30.0000"" N",-106.8583333,28.525,6,06CHI128301/34AMGE99,PEDRO FEHR FRIESSEN,8,17,AGRICOLA,805,CUAUHTEMOC,104000,1,point1
"106° 52' 16.0000"" W","28° 25' 32.0000"" N",-106.8711111,28.42555556,6,06CHI128302/34AMGE99,SALVADOR BOCANEGRA DURAN,8,17,AGRICOLA,805,CUAUHTEMOC,15000,1,point1
"108° 39' 07.0000"" W","30° 57' 31.0000"" N",-108.6519444,30.95861111,6,06CHI128303/34AMGE99,ABRAHAM ENNS NEUFELD,8,35,AGRICOLA,808,JANOS,180000,1,point1
"106° 57' 25.0000"" W","28° 19' 12.0000"" N",-106.9569444,28.32,6,06CHI128306/34AMGE99,TOMAS ESCUDERO HOLGUIN,8,18,AGRICOLA,809,LAGUNA DE MEXICANOS,16000,1,point1
"106° 59' 03.0000"" W","28° 40' 28.0000"" N",-106.9841667,28.67444444,6,06CHI128307/34AMGE99,ABRAHAM NEUFELD PENNER,8,17,AGRICOLA,805,CUAUHTEMOC,24000,1,point1
"107° 27' 33.0000"" W","29° 06' 08.0000"" N",-107.4591667,29.10222222,6,06CHI128308/34AMGE99,ISAAC ESPARZA CHAVEZ,8,48,AGRICOLA,803,BAJA BABICORA,200000,1,point1
"107° 01' 41.0000"" W","28° 16' 27.0000"" N",-107.0280556,28.27416667,6,06CHI128309/34AMGE99,JAVIER FLORES DE LA MOTA,8,18,AGRICOLA,809,LAGUNA DE MEXICANOS,150000,1,point1
"106° 58' 12.0000"" W","28° 24' 29.0000"" N",-106.97,28.40805556,6,06CHI128310/34IMGE99,ISAAC FAST WALL,8,17,AGRICOLA,805,CUAUHTEMOC,9250,1,point1
"107° 25' 30.0000"" W","28° 58' 45.0000"" N",-107.425,28.97916667,6,06CHI128311/34AMGE99,ARNOLDO ORTIZ ALDERETE,8,6,AGRICOLA,803,BAJA BABICORA,16000,1,point1
"107° 18' 35.0000"" W","28° 49' 00.0000"" N",-107.3097222,28.81666667,6,06CHI128312/34AMGE99,JAIME CLEOFAS RUIZ JAUREGUI,8,6,AGRICOLA,803,BAJA BABICORA,179600,1,point1
"106° 50' 31.0000"" W","29° 21' 06.0000"" N",-106.8419444,29.35166667,6,06CHI128313/34IMGE99,PETER ZACHARIAS SAWATZKY,8,48,AGRICOLA,822,SANTA CLARA,34325,1,point1
"106° 53' 00.1000"" W","28° 13' 40.0000"" N",-106.8833611,28.22777778,6,06CHI128322/34AMGE99,JESUS SOTELO CARO,8,18,AGRICOLA,809,LAGUNA DE MEXICANOS,120000,1,point1
"106° 52' 30.0000"" W","28° 25' 00.0000"" N",-106.875,28.41666667,6,06CHI128324/34AMGE99,JOSE LUIS DELGADO GUTIERREZ,8,17,AGRICOLA,805,CUAUHTEMOC,40000,1,point1
"106° 51' 51.0000"" W","28° 35' 59.0000"" N",-106.8641667,28.59972222,6,06CHI128330/34AMGE99,JOSE SALOMON ATHIE HATEM,8,17,AGRICOLA,805,CUAUHTEMOC,56000,1,point1
"106° 51' 58.0000"" W","28° 25' 34.0000"" N",-106.8661111,28.42611111,6,06CHI128331/34AMGE99,LUZ ELENA CONTRERAS QUEZADA,8,17,AGRICOLA,805,CUAUHTEMOC,32000,1,point1
"106° 56' 37.0000"" W","28° 43' 05.0000"" N",-106.9436111,28.71805556,6,06CHI128333/34AMGE99,AGANETHA PETERS LOEWEN,8,17,AGRICOLA,805,CUAUHTEMOC,64000,1,point1
"106° 55' 43.0000"" W","28° 34' 05.0000"" N",-106.9286111,28.56805556,6,06CHI128334/34AMGE99,JACOBO ENNS DYCK,8,17,AGRICOLA,805,CUAUHTEMOC,100000,1,point1
"106° 57' 28.0000"" W","28° 03' 40.1000"" N",-106.9577778,28.06113889,6,06CHI128340/34AMGE99,JOSE CHAVEZ BACA,8,12,AGRICOLA,809,LAGUNA DE MEXICANOS,60000,1,point1
"108° 38' 31.0000"" W","30° 57' 29.0000"" N",-108.6419444,30.95805556,6,06CHI128344/34AMGE99,ISIDRO PETERS GIESBRECHT,8,35,AGRICOLA,808,JANOS,200000,1,point1
"108° 44' 43.0000"" W","30° 45' 54.0000"" N",-108.7452778,30.765,6,06CHI128347/34AQGE99,KELLY WAYNE ROMNEY SPILSBURY.,8,35,AGRICOLA,808,JANOS,181440,1,point1
